listing_id,current_locality,resolved_locality,building_name,raw_message_snippet,source,group_name,is_link_only
640786,Lokhandwala,Andheri West,Location: Guruprasad,"✨*1 RK FOR SALE IN LOKHANDWALA (1 BHK + PARKING POST REDEVELOPMENT)*✨

📍 *Location: Guruprasad, Lokhandwala*
🏡 Configuration: 1 RK

💰 Price: ₹1.50 Cr

🏗️ Project Highlights:
• Redevelopment by reputed",text_reference_match,DEEPAK CHAUDHARI ☑️Andheri west only,False
640787,,Bandra West,*Sommerset,"💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,LAXMI PROPERTIES (Western),False
640793,Lokhandwala,Andheri West,Future Advantage,"✨*1 RK FOR SALE IN LOKHANDWALA (1 BHK + PARKING POST REDEVELOPMENT)*✨

📍 *Location: Guruprasad, Lokhandwala*
🏡 Configuration: 1 RK

💰 Price: ₹1.50 Cr

🏗️ Project Highlights:
• Redevelopment by reputed",text_reference_match,DEEPAK CHAUDHARI ☑️Andheri west only,False
640794,Pali Hill,Bandra West,"Pali Hill, Bandra","💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,LAXMI PROPERTIES (Western),False
640797,,Bandra West,*Om palace,"💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,Real Estate Giants (24×7),False
640800,,Bandra West,,"💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,Real Estate Giants (24×7),False
640804,Khar West,Bandra West,Khar west,"💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,Real Estate Giants (24×7),False
640810,,Sion,Kanti Apartment,"🏡 *DIRECT AVAILABLE | 2 BHK FOR RENT – Kanti Apartment*

📍 Possession: 1st June
🛋 Semi Furnished
💰 Rent: ₹2.10 Lakhs
🔐 Deposit: 4 Months
🚗 Parking Available

👨‍👩‍👧 Family & Bachelors Most Welcome
🐾 Pe",text_reference_match,Bandra Broker Group,False
640811,,Bandra West,,"💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,Real Estate Giants (24×7),False
640814,,Sion,,"🏡 *DIRECT AVAILABLE | 2 BHK FOR RENT – Kanti Apartment*

📍 Possession: 1st June
🛋 Semi Furnished
💰 Rent: ₹2.10 Lakhs
🔐 Deposit: 4 Months
🚗 Parking Available

👨‍👩‍👧 Family & Bachelors Most Welcome
🐾 Pe",text_reference_match,Bandra Broker Group,False
640816,,Parel,Immediate Deal,"🙋🏻‍♂️  *REQUIREMENTS*

👉🏻  4BHK on Outright
*Piramal Aranya AVYAN*
Prefer Higher Floor only
Resale, Immediate Deal
*Budget  around  15  Cr*

👉🏻  2BHK on Outright
*Piramal Aranya AARAV*
Prefer Higher F",text_reference_match,PROPERTY GROUP K/B/S,False
640817,Santacruz,Bandra West,Santacruz,"💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,LAXMI PROPERTIES (Western),False
640823,,Parel,L.Parel,"🙋🏻‍♂️  *REQUIREMENTS*

👉🏻  4BHK on Outright
*Piramal Aranya AVYAN*
Prefer Higher Floor only
Resale, Immediate Deal
*Budget  around  15  Cr*

👉🏻  2BHK on Outright
*Piramal Aranya AARAV*
Prefer Higher F",text_reference_match,PROPERTY GROUP K/B/S,False
640825,Khar West,Bandra West,Khar west,"💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,LAXMI PROPERTIES (Western),False
640829,,Parel,Prefer Rooftop / Ground,"🙋🏻‍♂️  *REQUIREMENTS*

👉🏻  4BHK on Outright
*Piramal Aranya AVYAN*
Prefer Higher Floor only
Resale, Immediate Deal
*Budget  around  15  Cr*

👉🏻  2BHK on Outright
*Piramal Aranya AARAV*
Prefer Higher F",text_reference_match,PROPERTY GROUP K/B/S,False
640832,,Bandra West,*Celestial,"💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,Real Estate Giants (24×7),False
640836,,Parel,Prefer 4th to 10th Floor,"🙋🏻‍♂️  *REQUIREMENTS*

👉🏻  4BHK on Outright
*Piramal Aranya AVYAN*
Prefer Higher Floor only
Resale, Immediate Deal
*Budget  around  15  Cr*

👉🏻  2BHK on Outright
*Piramal Aranya AARAV*
Prefer Higher F",text_reference_match,PROPERTY GROUP K/B/S,False
640838,,Bandra West,With 3 washrooms,"💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,Real Estate Giants (24×7),False
640843,,Parel,"Casa Grande, R Crown","🙋🏻‍♂️  *REQUIREMENTS*

👉🏻  4BHK on Outright
*Piramal Aranya AVYAN*
Prefer Higher Floor only
Resale, Immediate Deal
*Budget  around  15  Cr*

👉🏻  2BHK on Outright
*Piramal Aranya AARAV*
Prefer Higher F",text_reference_match,PROPERTY GROUP K/B/S,False
640846,Bandra,Bandra West,Quick Deal,"*𝐈𝐍𝐒𝐏𝐂𝐓𝐈𝐎𝐍 Anytime -  Quick Deal*
 
*1BHK / 1BHK  (2 Flats Required) in Bandra-  Reclamation Area* 

 2 Flats (same building or nearby buildings)

Budget : 65-70k

Tenants: *Corporate Working female*",text_reference_match,Exclusive Real Estate (Ziyaul),False
640848,,Bandra West,*Crescent Heritage,"💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,LAXMI PROPERTIES (Western),False
640849,Bandra,Bandra West,𝐀1𝐄𝐬𝐭𝐚𝐭𝐞 𝐈𝐧𝐝𝐢𝐚,"*𝐈𝐍𝐒𝐏𝐂𝐓𝐈𝐎𝐍 Anytime -  Quick Deal*
 
*1BHK / 1BHK  (2 Flats Required) in Bandra-  Reclamation Area* 

 2 Flats (same building or nearby buildings)

Budget : 65-70k

Tenants: *Corporate Working female*",text_reference_match,Exclusive Real Estate (Ziyaul),False
640852,Bandra,Bandra West,,"💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,LAXMI PROPERTIES (Western),False
640853,,Andheri West,,*AVAILABLE DUPLEX FLAT on RENT /OUTRIGHT SALE also 2.5BHK Near STATION ANDHERI (W) Fully FURNISHED With PARKING And LIFT. RENT - 1  LAC And 3 month Diposite. For SALE 2.65cr___________________________,text_reference_match,LAXMI PROPERTIES (Western),False
640856,Goregaon,Goregaon East,Oberoi Woods,"🏙️ OBEROI WOODS
📍 Goregaon East

✨ DIRECT RENTAL | Super Premium 2.5 + 2.5 BHK Jodi Apartment

🏡 Beautifully converted into a spacious 4 BHK featuring:
• 4 Proper Bedrooms
• 2 Study Rooms
• 4 Washroom",text_reference_match,DEEPAK CHAUDHARI ☑️Andheri west only,False
640858,Santacruz,Bandra West,*Pioneer Heritage,"💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,LAXMI PROPERTIES (Western),False
640859,,Andheri West,Rental,"*Available RENTAL FLAT "" 2bhk "" at 4 Bungalow without lift 3rd FLOOR, 650 Carpet with gas pipeline, Big Compound. RENT 48TH/1Lac Diposite, allow Bechlor and family, READY POSSESSION. _________________",text_reference_match,DEEPAK CHAUDHARI ☑️Andheri west only,False
640864,Goregaon,Goregaon East,Premium Modular Kitchen Cabinets,"🏙️ OBEROI WOODS
📍 Goregaon East

✨ DIRECT RENTAL | Super Premium 2.5 + 2.5 BHK Jodi Apartment

🏡 Beautifully converted into a spacious 4 BHK featuring:
• 4 Proper Bedrooms
• 2 Study Rooms
• 4 Washroom",text_reference_match,DEEPAK CHAUDHARI ☑️Andheri west only,False
640867,Santacruz West,Bandra West,Santacruz west,"💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,LAXMI PROPERTIES (Western),False
640868,Parel,Lower Parel,Omkar veda,"*Available Inventories*
Location: Lower Parel and Parel

Lodha World View. 3bhk
Lower Parel 
Semi furnished 
Rent 450k
Carpet 1705
( owner only wants corporate working employees or expats)

Indiabulls",text_reference_match,Exclusive Real Estate (Ziyaul),False
640873,,Bandra West,*Girnar Building,"💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,LAXMI PROPERTIES (Western),False
640874,,Sion,Available Residential Apartment For Lease,"*Available Residential Apartment For Lease*

*📍 Rasik Niwas – Chowpatty*
• 2 BHK with Balcony & 3 Bathroom's 
• 1100 Sq.Ft Carpet
*• Condition: 5 ⭐  Fully Furnished with all White Goods*
*Rent: 2.25 L",text_reference_match,Exclusive Real Estate (Ziyaul),False
640875,Parel,Lower Parel,Sea-Facing,"*Available Inventories*
Location: Lower Parel and Parel

Lodha World View. 3bhk
Lower Parel 
Semi furnished 
Rent 450k
Carpet 1705
( owner only wants corporate working employees or expats)

Indiabulls",text_reference_match,Exclusive Real Estate (Ziyaul),False
640881,,Bandra West,,"💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,LAXMI PROPERTIES (Western),False
640882,,Sion,Trump Towers,"*Available Residential Apartment For Lease*

*📍 Rasik Niwas – Chowpatty*
• 2 BHK with Balcony & 3 Bathroom's 
• 1100 Sq.Ft Carpet
*• Condition: 5 ⭐  Fully Furnished with all White Goods*
*Rent: 2.25 L",text_reference_match,Exclusive Real Estate (Ziyaul),False
640883,Parel,Lower Parel,Ruparel Ariana,"*Available Inventories*
Location: Lower Parel and Parel

Lodha World View. 3bhk
Lower Parel 
Semi furnished 
Rent 450k
Carpet 1705
( owner only wants corporate working employees or expats)

Indiabulls",text_reference_match,Exclusive Real Estate (Ziyaul),False
640885,BKC,Andheri West,Zed Garden BKC,"🔥 *PREMIUM PROPERTY* 🔥

*PRATHNA HEIGHT*
*2+3 JODI FLAT AVAILABLE*
HIGHER FLOOR
CARPET 2400
ASKING 11.50CR


ZED GARDEN BKC
4bhk CARPET 2100 sqft
ASKING..15CR

SANGHAM JUHU
4BHK 2000sqft
Asking 9cr

J",text_reference_match,LAXMI PROPERTIES (Western),False
640887,,Bandra West,Building going for Redevelopment,"💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,LAXMI PROPERTIES (Western),False
640888,,Sion,,"*Available Residential Apartment For Lease*

*📍 Rasik Niwas – Chowpatty*
• 2 BHK with Balcony & 3 Bathroom's 
• 1100 Sq.Ft Carpet
*• Condition: 5 ⭐  Fully Furnished with all White Goods*
*Rent: 2.25 L",text_reference_match,Exclusive Real Estate (Ziyaul),False
640889,Parel,Lower Parel,Ruparel Nova,"*Available Inventories*
Location: Lower Parel and Parel

Lodha World View. 3bhk
Lower Parel 
Semi furnished 
Rent 450k
Carpet 1705
( owner only wants corporate working employees or expats)

Indiabulls",text_reference_match,Exclusive Real Estate (Ziyaul),False
640890,Juhu,Andheri West,Sangham Juhu,"🔥 *PREMIUM PROPERTY* 🔥

*PRATHNA HEIGHT*
*2+3 JODI FLAT AVAILABLE*
HIGHER FLOOR
CARPET 2400
ASKING 11.50CR


ZED GARDEN BKC
4bhk CARPET 2100 sqft
ASKING..15CR

SANGHAM JUHU
4BHK 2000sqft
Asking 9cr

J",text_reference_match,LAXMI PROPERTIES (Western),False
640893,,Bandra West,*Darvesh Grand,"💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,Real Estate Giants (24×7),False
640894,,Sion,,"*Available Residential Apartment For Lease*

*📍 Rasik Niwas – Chowpatty*
• 2 BHK with Balcony & 3 Bathroom's 
• 1100 Sq.Ft Carpet
*• Condition: 5 ⭐  Fully Furnished with all White Goods*
*Rent: 2.25 L",text_reference_match,Exclusive Real Estate (Ziyaul),False
640896,Juhu,Andheri West,JUHU,"🔥 *PREMIUM PROPERTY* 🔥

*PRATHNA HEIGHT*
*2+3 JODI FLAT AVAILABLE*
HIGHER FLOOR
CARPET 2400
ASKING 11.50CR


ZED GARDEN BKC
4bhk CARPET 2100 sqft
ASKING..15CR

SANGHAM JUHU
4BHK 2000sqft
Asking 9cr

J",text_reference_match,LAXMI PROPERTIES (Western),False
640899,,Bandra West,,"💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,Real Estate Giants (24×7),False
640902,,Lower Parel,Lodha the Park,"*Available Inventories*
Location: Lower Parel and Parel

Lodha World View. 3bhk
Lower Parel 
Semi furnished 
Rent 450k
Carpet 1705
( owner only wants corporate working employees or expats)

Indiabulls",text_reference_match,Exclusive Real Estate (Ziyaul),False
640903,,Andheri West,Oberoi Sky Garden,"🔥 *PREMIUM PROPERTY* 🔥

*PRATHNA HEIGHT*
*2+3 JODI FLAT AVAILABLE*
HIGHER FLOOR
CARPET 2400
ASKING 11.50CR


ZED GARDEN BKC
4bhk CARPET 2100 sqft
ASKING..15CR

SANGHAM JUHU
4BHK 2000sqft
Asking 9cr

J",text_reference_match,LAXMI PROPERTIES (Western),False
640907,Parel,Lower Parel,Allura wing,"*Available Inventories*
Location: Lower Parel and Parel

Lodha World View. 3bhk
Lower Parel 
Semi furnished 
Rent 450k
Carpet 1705
( owner only wants corporate working employees or expats)

Indiabulls",text_reference_match,Exclusive Real Estate (Ziyaul),False
640908,Lokhandwala,Andheri West,Meghdoot Lokhandwala,"🔥 *PREMIUM PROPERTY* 🔥

*PRATHNA HEIGHT*
*2+3 JODI FLAT AVAILABLE*
HIGHER FLOOR
CARPET 2400
ASKING 11.50CR


ZED GARDEN BKC
4bhk CARPET 2100 sqft
ASKING..15CR

SANGHAM JUHU
4BHK 2000sqft
Asking 9cr

J",text_reference_match,LAXMI PROPERTIES (Western),False
640909,Bandra,Sion,Available for lease,"Available for lease 

*Matai Mansion*
2bhk
Semi furnished 
Bandra, St John Baptist road 
150k
*Immediate possession*

Zahir Ladak 
8898802882
The Property Store",text_reference_match,Mumbai real estate market deals,False
640911,,Bandra West,,"💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,LAXMI PROPERTIES (Western),False
640914,,Andheri West,,"🔥 *PREMIUM PROPERTY* 🔥

*PRATHNA HEIGHT*
*2+3 JODI FLAT AVAILABLE*
HIGHER FLOOR
CARPET 2400
ASKING 11.50CR


ZED GARDEN BKC
4bhk CARPET 2100 sqft
ASKING..15CR

SANGHAM JUHU
4BHK 2000sqft
Asking 9cr

J",text_reference_match,LAXMI PROPERTIES (Western),False
640915,,Lower Parel,Omkar veda,"*Available Inventories*
Location: Lower Parel and Parel

Lodha World View. 3bhk
Lower Parel 
Semi furnished 
Rent 450k
Carpet 1705
( owner only wants corporate working employees or expats)

Indiabulls",text_reference_match,Exclusive Real Estate (Ziyaul),False
640917,Bandra,Sion,Zahir Ladak,"Available for lease 

*Matai Mansion*
2bhk
Semi furnished 
Bandra, St John Baptist road 
150k
*Immediate possession*

Zahir Ladak 
8898802882
The Property Store",text_reference_match,Mumbai real estate market deals,False
640920,Khar West,Bandra West,Khar west,"💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,LAXMI PROPERTIES (Western),False
640922,,Andheri West,Rameshwaram,"🔥 *PREMIUM PROPERTY* 🔥

*PRATHNA HEIGHT*
*2+3 JODI FLAT AVAILABLE*
HIGHER FLOOR
CARPET 2400
ASKING 11.50CR


ZED GARDEN BKC
4bhk CARPET 2100 sqft
ASKING..15CR

SANGHAM JUHU
4BHK 2000sqft
Asking 9cr

J",text_reference_match,LAXMI PROPERTIES (Western),False
640925,,Bandra West,,"💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,Real Estate Giants (24×7),False
640927,,Andheri West,Makhan Dham,"🔥 *PREMIUM PROPERTY* 🔥

*PRATHNA HEIGHT*
*2+3 JODI FLAT AVAILABLE*
HIGHER FLOOR
CARPET 2400
ASKING 11.50CR


ZED GARDEN BKC
4bhk CARPET 2100 sqft
ASKING..15CR

SANGHAM JUHU
4BHK 2000sqft
Asking 9cr

J",text_reference_match,LAXMI PROPERTIES (Western),False
640929,Khar,Bandra West,,"💥💥💥💥💥💥💥

*UPDATED RESIDENTIAL SALE / OUTRIGHT LISTING - 12/5/26*

👉  🎊*New Arrival*🎊

 👉 *KANAKIA PARIS @ Bandra East*
3 BHK - 1100 sqft
Lower Floor, Fully Furnished, 1 Car Park
*Quote - 6.00 Cr*

*4",text_reference_match,Real Estate Giants (24×7),False
640930,,Andheri West,Sunita Apartment,"🔥 *PREMIUM PROPERTY* 🔥

*PRATHNA HEIGHT*
*2+3 JODI FLAT AVAILABLE*
HIGHER FLOOR
CARPET 2400
ASKING 11.50CR


ZED GARDEN BKC
4bhk CARPET 2100 sqft
ASKING..15CR

SANGHAM JUHU
4BHK 2000sqft
Asking 9cr

J",text_reference_match,LAXMI PROPERTIES (Western),False
640933,Juhu,Andheri West,Sea Bridge Juhu,"🔥 *PREMIUM PROPERTY* 🔥

*PRATHNA HEIGHT*
*2+3 JODI FLAT AVAILABLE*
HIGHER FLOOR
CARPET 2400
ASKING 11.50CR


ZED GARDEN BKC
4bhk CARPET 2100 sqft
ASKING..15CR

SANGHAM JUHU
4BHK 2000sqft
Asking 9cr

J",text_reference_match,LAXMI PROPERTIES (Western),False
640937,,Andheri West,Silver Arch Yamuna Nagar,"🔥 *PREMIUM PROPERTY* 🔥

*PRATHNA HEIGHT*
*2+3 JODI FLAT AVAILABLE*
HIGHER FLOOR
CARPET 2400
ASKING 11.50CR


ZED GARDEN BKC
4bhk CARPET 2100 sqft
ASKING..15CR

SANGHAM JUHU
4BHK 2000sqft
Asking 9cr

J",text_reference_match,LAXMI PROPERTIES (Western),False
640940,,Andheri West,Oberoi Sky Height,"🔥 *PREMIUM PROPERTY* 🔥

*PRATHNA HEIGHT*
*2+3 JODI FLAT AVAILABLE*
HIGHER FLOOR
CARPET 2400
ASKING 11.50CR


ZED GARDEN BKC
4bhk CARPET 2100 sqft
ASKING..15CR

SANGHAM JUHU
4BHK 2000sqft
Asking 9cr

J",text_reference_match,LAXMI PROPERTIES (Western),False
640941,,Bandra West,,"*Premium 4 BHK APRT - LL*

*🎊 NEW ARRIVAL 🎊*

🔸 *Skyper @ Pali Mala Rd*
4 BHK + SRT
LF, Semi Furnished, 2 CP
*Rent - 5.50 Lacs*

🔸 *The Jacker @ Carter Road*
MF, Fully Furnished, 2 CP
*Rent - 12.00 La",text_reference_match,LAXMI PROPERTIES (Western),False
640945,Bandra West,Andheri West,Grand Paredise Bandra West,"🔥 *PREMIUM PROPERTY* 🔥

*PRATHNA HEIGHT*
*2+3 JODI FLAT AVAILABLE*
HIGHER FLOOR
CARPET 2400
ASKING 11.50CR


ZED GARDEN BKC
4bhk CARPET 2100 sqft
ASKING..15CR

SANGHAM JUHU
4BHK 2000sqft
Asking 9cr

J",text_reference_match,LAXMI PROPERTIES (Western),False
640951,Khar West,Bandra West,Joy Legend,"🏡 *DIRECT AVAILABLE ON LEASE* 🏡 (for inspection 1-2 hour notice required)

✨ Premium 4 BHK Apartment
📍 JOY LEGEND, Dr. Ambedkar Road, Khar West

━━━━━━━━━━━━━━━━━━

🔹 Configuration: 4 BHK + Separate S",text_reference_match,Only bandra Khar santaruz,False
640954,,Andheri West,Sidharth Apt,"🔥 *PREMIUM PROPERTY* 🔥

*PRATHNA HEIGHT*
*2+3 JODI FLAT AVAILABLE*
HIGHER FLOOR
CARPET 2400
ASKING 11.50CR


ZED GARDEN BKC
4bhk CARPET 2100 sqft
ASKING..15CR

SANGHAM JUHU
4BHK 2000sqft
Asking 9cr

J",text_reference_match,LAXMI PROPERTIES (Western),False
